,label,text
31238,Gorgon,Gorgon
31239,Gorguts,Gorguts
31240,Gorod,Gorod
31241,Gortology,Gortology
31242,Got Me Blind,Got Me Blind
31243,Gothica,Gothica
31244,Gothmog,Gothmog
31245,Gottes Krieg,Gottes Krieg
31246,Gozo,Gozo
31247,Grace Disgraced,Grace Disgraced
31248,Gradius,Gradius
31249,Grailknights,Grailknights
31250,Grand Extreme Black,Grand Extreme Black
31251,Grand Failure,Grand Failure
31252,GrandExit,GrandExit
31253,Grandma,Grandma
31254,Grannyfist,Grannyfist
31255,Grasp of Sense,Grasp of Sense
31256,Gravastar,Gravastar
31257,Grave Declaration,Grave Declaration
31258,Grave Silence,Grave Silence
31259,Gravegouger,Gravegouger
31260,Gravehammer,Gravehammer
31261,Gravehammer,Gravehammer
31262,Gravehill,Gravehill
31263,Graves of Nosgoth,Graves of Nosgoth
31264,Graveworm,Graveworm
31265,Graveyard,Graveyard
31266,Gravity of Silence,Gravity of Silence
31267,Greedhale,Greedhale
31268,Green Terror,Green Terror
31269,Greffwe,Greffwe
31270,Gremlin,Gremlin
31271,Grendel,Grendel
31272,Grey Skies Fallen,Grey Skies Fallen
31273,Greybeard,Greybeard
31274,Grief of Emerald,Grief of Emerald
31275,Grieta,Grieta
31276,Grievers,Grievers
31277,Grill,Grill
31278,Grim Drowsiness,Grim Drowsiness
31279,Grim Mars,Grim Mars
31280,Grim Monolith,Grim Monolith
31281,Grimegod,Grimegod
31282,Grimfist,Grimfist
31283,Grimmthurs,Grimmthurs
31284,Grimslade,Grimslade
31285,Grind 64,Grind 64
31286,Grinded Artery,Grinded Artery
31287,Grindfather,Grindfather
31288,Grindstone,Grindstone
31289,Grindustry,Grindustry
31290,Grinroth,Grinroth
31291,Grippiud,Grippiud
31292,Grog,Grog
31293,Grokes Clan,Grokes Clan
31294,Gross,Gross
31295,Grotesque,Grotesque
31296,Grotesque Disfigurement,Grotesque Disfigurement
31297,Grotesque Embalment,Grotesque Embalment
31298,Grotesque Impalement,Grotesque Impalement
31299,Ground Zero,Ground Zero
31300,Ground:Xero,Ground:Xero
31301,Groundswell,Groundswell
31302,Grove,Grove
31303,Growth,Growth
31304,Gruff,Gruff
31305,Grungy Morphins,Grungy Morphins
31306,Gruntslug,Gruntslug
31307,Gramlich,Gramlich
31308,Guehenom,Guehenom
31309,Guerra,Guerra
31310,Guiding Light Demise,Guiding Light Demise
31311,Guild of Destruction,Guild of Destruction
31312,Guillen,Guillen
31313,Guillotine,Guillotine
31314,Guillotined,Guillotined
31315,Gund,Gund
31316,Gunmetal Grey,Gunmetal Grey
31317,Gunsen,Gunsen
31318,Gust in Grief,Gust in Grief
31319,Gut Bucket,Gut Bucket
31320,Guthorm,Guthorm
31321,Gutrot,Gutrot
31322,Gutted Souls,Gutted Souls
31323,Gutter Slut,Gutter Slut
31324,Guttural Decay,Guttural Decay
31325,Guttural Slug,Guttural Slug
31326,Gwynbleidd,Gwynbleidd
31327,Gynecrology,Gynecrology
31328,Goat Destroyer 666,Goat Destroyer 666
31329,Habitante,Habitante
31330,Haborim,Haborim
31331,Haboryn,Haboryn
31332,HackxWhore,HackxWhore
31333,Hacride,Hacride
31334,Hadea,Hadea
31335,Hadean Reign,Hadean Reign
31336,Hadriel,Hadriel
31337,Haematic Hate,Haematic Hate
31338,Haemic,Haemic
31339,Haemorr Drench,Haemorr Drench
31340,Haemorrhagic Diarrhea,Haemorrhagic Diarrhea
31341,Haiduk,Haiduk
31342,Hailstone,Hailstone
31343,Hairy Hole,Hairy Hole
31344,Halahkuh,Halahkuh
31345,Half Past Death,Half Past Death
31346,Halmyris,Halmyris
31347,Halothane,Halothane
31348,Hammathaz,Hammathaz
31349,Hammer Horde,Hammer Horde
31350,Hammer of God,Hammer of God
31351,Hammer Persuasion,Hammer Persuasion
31352,Hand of Annihilation,Hand of Annihilation
31353,Hand of the Horsewitch,Hand of the Horsewitch
31354,Hands of Despair,Hands of Despair
31355,Hands of Fate,Hands of Fate
31356,Hands of Thieves,Hands of Thieves
31357,Handsaw,Handsaw
31358,Hanging Garden,Hanging Garden
31359,Hardgore,Hardgore
31360,Hargh,Hargh
31361,Harkane,Harkane
31362,Harkla,Harkla
31363,Harlots,Harlots
31364,Harmony Disorder,Harmony Disorder
31365,Harmony in Grotesque,Harmony in Grotesque
31366,Harpia Deiis,Harpia Deiis
31367,Harvest Aflame,Harvest Aflame
31368,Hasteblood,Hasteblood
31369,Hate Fusion,Hate Fusion
31370,Hate God Breed,Hate God Breed
31371,Hate in Hands,Hate in Hands
31372,Hate Legions,Hate Legions
31373,Hate Preacher,Hate Preacher
31374,Hate Seven,Hate Seven
31375,Hatefuck,Hatefuck
31376,Hatefury,Hatefury
31377,Hatemachine,Hatemachine
31378,HateSower,HateSower
31379,HateSphere,HateSphere
31380,Hatestream,Hatestream
31381,Hatestroke,Hatestroke
31382,Hatework,Hatework
31383,Hathor,Hathor
31384,Hathorious,Hathorious
31385,Hatursvart,Hatursvart
31386,Haunted Visions,Haunted Visions
31387,Hauser,Hauser
31388,Havoc System,Havoc System
31389,Havoc Unit,Havoc Unit
31390,Havocation,Havocation
31391,HAVOCxx,HAVOCxx
31392,Hawkstone,Hawkstone
31393,Hawthorn,Hawthorn
31394,HDK,HDK
31395,Head Hammer,Head Hammer
31396,Head Takers,Head Takers
31397,Headless Cross,Headless Cross
31398,Headmeat,Headmeat
31399,Healer,Healer
31400,Hear the Fear,Hear the Fear
31401,Heart Failure,Heart Failure
31402,Heathen Shrine,Heathen Shrine
31403,Heaven Shall Burn,Heaven Shall Burn
31404,Heavenshore,Heavenshore
31405,Heavy Metal Kneesocks,Heavy Metal Kneesocks
31406,Heavy Mozart,Heavy Mozart
31407,Hecate Enthroned,Hecate Enthroned
31408,Hecatomb,Hecatomb
31409,Hecatomb,Hecatomb
31410,Hecatombe,Hecatombe
31411,Hedera,Hedera
31412,Hedon,Hedon
31413,Hedon Cries,Hedon Cries
31414,Hedonistic Exility,Hedonistic Exility
31415,Heidon,Heidon
31416,Hekata,Hekata
31417,Hekate,Hekate
31418,Hekseri,Hekseri
31419,Helgor,Helgor
31420,Helguard,Helguard
31421,Helioss,Helioss
31422,Helk,Helk
31423,Hell Breeze,Hell Breeze
31424,Hell Mouth,Hell Mouth
31425,Hells Infinite VI,Hells Infinite VI
31426,Hell-Born,Hell-Born
31427,Hellbeast,Hellbeast
31428,Hellbreath,Hellbreath
31429,Hellbutcher,Hellbutcher
31430,Hellfire,Hellfire
31431,Hellgreen,Hellgreen
31432,Hellhaven,Hellhaven
31433,Hellish Oblivion,Hellish Oblivion
31434,Hellisher,Hellisher
31435,HellLight,HellLight
31436,Hellpass,Hellpass
31437,Hellraised,Hellraised
31438,Hellride,Hellride
31439,Hellshock,Hellshock
31440,Hellsquare,Hellsquare
31441,Hellstorm,Hellstorm
31442,Hellucination,Hellucination
31443,Hellveth,Hellveth
31444,Hellvetron,Hellvetron
31445,Hellwitch,Hellwitch
31446,Helmskey,Helmskey
31447,Helpless Kourpuultii,Helpless Kourpuultii
31448,Helslave,Helslave
31449,Helvort,Helvort
31450,Hematic,Hematic
31451,Hemorrhaging Elysium,Hemorrhaging Elysium
31452,Hemotoxin,Hemotoxin
31453,Heparin,Heparin
31454,Her Enchantment,Her Enchantment
31455,Her Rotting Ways,Her Rotting Ways
31456,Her Whisper,Her Whisper
31457,Here and Now,Here and Now
31458,Here Lies Another,Here Lies Another
31459,Hereafter,Hereafter
31460,Hereafter an Odyssey,Hereafter an Odyssey
31461,Heresy,Heresy
31462,Heretics,Heretics
31463,Heretique,Heretique
31464,Hermit Age,Hermit Age
31465,Heroic,Heroic
31466,Herpes,Herpes
31467,Heterogeneous Andead,Heterogeneous Andead
31468,Heteromorphic,Heteromorphic
31469,Hetrem,Hetrem
31470,Hexe Krieg,Hexe Krieg
31471,Hexen,Hexen
31472,Hidden,Hidden
31473,Hidden Gods,Hidden Gods
31474,Hide Bound,Hide Bound
31475,Hideous Deformity,Hideous Deformity
31476,Hideous Divinity,Hideous Divinity
31477,High Purity,High Purity
31478,High Rise Fall,High Rise Fall
31479,Hilarion,Hilarion
31480,Himiltungl,Himiltungl
31481,Hinayana,Hinayana
31482,Hipotermia,Hipotermia
31483,Hiranya,Hiranya
31484,Hirudinea,Hirudinea
31485,Hiss of Atrocities,Hiss of Atrocities
31486,Historica,Historica
31487,Hitler,Hitler
31488,Hivesmasher,Hivesmasher
31489,Hnilobny Zakusok,Hnilobny Zakusok
31490,Hoarfrost,Hoarfrost
31491,Hobbs End,Hobbs End
31492,Hofmann Grinder,Hofmann Grinder
31493,Hold Back the Day,Hold Back the Day
31494,Holic,Holic
31495,Holistic,Holistic
31496,Hollenthon,Hollenthon
31497,Hollow Corp.,Hollow Corp.
31498,Hollow Mirror,Hollow Mirror
31499,Hollowed,Hollowed
31500,Holy Blood,Holy Blood
31501,Homicidio,Homicidio
31502,Hone Your Sense,Hone Your Sense
31503,Honey I Kill You,Honey I Kill You
31504,Hope for the Dying,Hope for the Dying
31505,Hope Springs Infernal,Hope Springs Infernal
31506,Hord,Hord
31507,Hordac,Hordac
31508,Horde of Anachron,Horde of Anachron
31509,Hordes of Yore,Hordes of Yore
31510,Horgkomostropus,Horgkomostropus
31511,Horlet,Horlet
31512,Horns of Domination,Horns of Domination
31513,Horresco Referens,Horresco Referens
31514,Horrible Hour,Horrible Hour
31515,Horrid,Horrid
31516,Horrific Sexual Atrocity,Horrific Sexual Atrocity
31517,Horrizon,Horrizon
31518,Horror of Pestilence,Horror of Pestilence
31519,Hospice Widowed,Hospice Widowed
31520,Hostile Age,Hostile Age
31521,Hostile Hate,Hostile Hate
31522,Hostility,Hostility
31523,Hoth,Hoth
31524,Hour of Penance,Hour of Penance
31525,Hrust Kostilyo,Hrust Kostilyo
31526,Hugin Munin,Hugin Munin
31527,Hujjai,Hujjai
31528,Human Cyborg Relations,Human Cyborg Relations
31529,Human Devourer,Human Devourer
31530,Human Dirge,Human Dirge
31531,Human Dissention,Human Dissention
31532,Human Ground,Human Ground
31533,Human Hibernation,Human Hibernation
31534,Human Mind Secrets,Human Mind Secrets
31535,Human Sculpture,Human Sculpture
31536,Human Sector,Human Sector
31537,Human Trophies,Human Trophies
31538,Human Void,Human Void
31539,Human Waste,Human Waste
31540,Human Waste Disposal Unit,Human Waste Disposal Unit
31541,Humanend,Humanend
31542,Humanity Abandoned,Humanity Abandoned
31543,Humanity Falls,Humanity Falls
31544,Humans Ablaze,Humans Ablaze
31545,Humonic,Humonic
31546,Hundred Headless Horsemen,Hundred Headless Horsemen
31547,Hung,Hung
31548,Hunterwolf and Zornkind,Hunterwolf and Zornkind
31549,hurt.,hurt.
31550,Hybrid,Hybrid
31551,Hybrid Exoneration,Hybrid Exoneration
31552,Hybrid Heaven,Hybrid Heaven
31553,Hybrid Inside,Hybrid Inside
31554,Hybrid Viscery,Hybrid Viscery
31555,Hybris,Hybris
31556,Hydra,Hydra
31557,Hydrawolf,Hydrawolf
31558,Hydrocephalic,Hydrocephalic
31559,Hymen,Hymen
31560,Hymn Above Traumatic Emotion,Hymn Above Traumatic Emotion
31561,Hymn for the Tortured,Hymn for the Tortured
31562,Hyperion,Hyperion
31563,Hyperions Fall,Hyperions Fall
31564,Hades,Hades
31565,Hokus Pokus,Hokus Pokus
31566,I Am Man I Am Monster,I Am Man I Am Monster
31567,I Am Vengeance,I Am Vengeance
31568,I Decay,I Decay
31569,I Dream of Apocalypse,I Dream of Apocalypse
31570,I Guard the Throne,I Guard the Throne
31571,I Killed Myself,I Killed Myself
31572,I Miss My Death,I Miss My Death
31573,I Suffer Incorporated,I Suffer Incorporated
31574,I Warned You,I Warned You
31575,I.O.S.T.,I.O.S.T.
31576,Iapethos,Iapethos
31577,Iato,Iato
31578,Ibid Hagnoi,Ibid Hagnoi
31579,Iblis,Iblis
31580,Icon of Sin,Icon of Sin
31581,Iconoclasta,Iconoclasta
31582,Ictus Mortis,Ictus Mortis
31583,ID:Vision,ID:Vision
31584,Idillicah,Idillicah
31585,Igneous Human,Igneous Human
31586,Ignis-Fatuus,Ignis-Fatuus
31587,Ignite the Black Sun,Ignite the Black Sun
31588,Ignite the Helix,Ignite the Helix
31589,Ignition Code,Ignition Code
31590,Ignotis,Ignotis
31591,Il Sangue,Il Sangue
31592,Illogo,Illogo
31593,Illumina A.D.,Illumina A.D.
31594,Illuminati,Illuminati
31595,Illuminous,Illuminous
31596,Illusionary Funeral,Illusionary Funeral
31597,Illustrations,Illustrations
31598,Ilosthebalcony,Ilosthebalcony
31599,IM Drunk,IM Drunk
31600,Images of Violence,Images of Violence
31601,Imber,Imber
31602,Imindain,Imindain
31603,Immaculate,Immaculate
31604,Immaculate,Immaculate
31605,Immaculate Fatality,Immaculate Fatality
31606,Immanifest,Immanifest
31607,Immensity,Immensity
31608,Immersed,Immersed
31609,Immoral,Immoral
31610,Immoralis,Immoralis
31611,Immorgon,Immorgon
31612,Immortadell,Immortadell
31613,Immortal Dying,Immortal Dying
31614,Immortal Reaping,Immortal Reaping
31615,Immortal Threat,Immortal Threat
31616,Immortal Throne,Immortal Throne
31617,Immunize,Immunize
31618,Immured,Immured
31619,Impale,Impale
31620,Impaled Offering,Impaled Offering
31621,Impending Doom,Impending Doom
31622,Imperanon,Imperanon
31623,Imperialist,Imperialist
31624,Imperion,Imperion
31625,Imperium,Imperium
31626,Impeto Paranoico,Impeto Paranoico
31627,Impiety,Impiety
31628,Implode,Implode
31629,Implode the Abyss,Implode the Abyss
31630,Implore,Implore
31631,Implosive Disgorgence,Implosive Disgorgence
31632,Imprecation,Imprecation
31633,Imprudence,Imprudence
31634,Impulse Theory,Impulse Theory
31635,Impulso Corrosivo,Impulso Corrosivo
31636,Impure,Impure
31637,Impurity,Impurity
31638,Impurium,Impurium
31639,In Age and Sadness,In Age and Sadness
31640,In Asunder,In Asunder
31641,In Burning Days,In Burning Days
31642,In Case of Carnage,In Case of Carnage
31643,In Celebration,In Celebration
31644,In Chaos Forged,In Chaos Forged
31645,In Chasms Deep,In Chasms Deep
31646,In Cold Eternity,In Cold Eternity
31647,In Darkness,In Darkness
31648,In Dead Cold,In Dead Cold
31649,In Death...,In Death...
31650,In December,In December
31651,In Disgrace,In Disgrace
31652,In Dreams of Reality,In Dreams of Reality
31653,In Element,In Element
31654,In Emptiness,In Emptiness
31655,In Fire Baptised,In Fire Baptised
31656,In Gremio Tenebrarum,In Gremio Tenebrarum
31657,In Her Embrace,In Her Embrace
31658,In Human Form,In Human Form
31659,In Loving Memory,In Loving Memory
31660,In My Embrace,In My Embrace
31661,In Name and Blood,In Name and Blood
31662,In Normandy,In Normandy
31663,In Season,In Season
31664,In Slumber,In Slumber
31665,In Somnis,In Somnis
31666,In the Abyss,In the Abyss
31667,In the Wake,In the Wake
31668,In This Chest,In This Chest
31669,In Torment,In Torment
31670,In Trails,In Trails
31671,In Vain,In Vain
31672,In Verso,In Verso
31673,In-Human Form,In-Human Form
31674,Inane,Inane
31675,Inanimate Existence,Inanimate Existence
31676,Inanimate Prognosis,Inanimate Prognosis
31677,Incarnate Deity,Incarnate Deity
31678,Incarnator,Incarnator
31679,Incarrion,Incarrion
31680,Incassum,Incassum
31681,Incendium,Incendium
31682,Inception,Inception
31683,Inception to Embrace,Inception to Embrace
31684,Incidium,Incidium
31685,Incineration,Incineration
31686,Incise,Incise
31687,Inclination,Inclination
31688,InComa,InComa
31689,Incordia,Incordia
31690,InCrepo,InCrepo
31691,Incrost,Incrost
31692,Incubus Dreams,Incubus Dreams
31693,Indoctrine,Indoctrine
31694,Indrama,Indrama
31695,Industrial Estate,Industrial Estate
31696,Inearthed,Inearthed
31697,Inedia,Inedia
31698,Inextalis,Inextalis
31699,Infant Torso Heap,Infant Torso Heap
31700,Infarct Focus,Infarct Focus
31701,Infect,Infect
31702,Infected,Infected
31703,Infected,Infected
31704,Infected Asshole,Infected Asshole
31705,Infected Authoritah,Infected Authoritah
31706,Infected Cadaver,Infected Cadaver
31707,Infected Disarray,Infected Disarray
31708,Infected Entrails,Infected Entrails
31709,Infectious Maggots,Infectious Maggots
31710,Inferior,Inferior
31711,Infernaeon,Infernaeon
31712,Infernal Blasphemy,Infernal Blasphemy
31713,Infernal Chaos,Infernal Chaos
31714,Infernal Chaos,Infernal Chaos
31715,Infernal Cry,Infernal Cry
31716,Infernal Damnation,Infernal Damnation
31717,Infernal Massacre,Infernal Massacre
31718,Infernal Poetry,Infernal Poetry
31719,Infernal Solstice,Infernal Solstice
31720,Infernal Vile,Infernal Vile
31721,Infernalis Auditorium,Infernalis Auditorium
31722,Inferno Caelestis,Inferno Caelestis
31723,Infernus,Infernus
31724,Infestation of Evil,Infestation of Evil
31725,Infested Co,Infested Co
31726,Infestor,Infestor
31727,Infexion,Infexion
31728,Infidel,Infidel
31729,Infidel,Infidel
31730,Infiltrate/Eliminate,Infiltrate/Eliminate
31731,Infinite Design,Infinite Design
31732,Infinite Redemption,Infinite Redemption
31733,Infinitum,Infinitum
31734,Inflammare,Inflammare
31735,Inflicted,Inflicted
31736,Infliction,Infliction
31737,Influence,Influence
31738,Infra,Infra
31739,Infravision,Infravision
31740,Infuzoria Tufelka,Infuzoria Tufelka
31741,Ingested,Ingested
31742,Inhale,Inhale
31743,Inhuman Agency,Inhuman Agency
31744,Inhuman Visions,Inhuman Visions
31745,Inhume,Inhume
31746,Inion,Inion
31747,Iniquety,Iniquety
31748,Iniuria,Iniuria
31749,Injected Sufferage,Injected Sufferage
31750,Injection of Death,Injection of Death
31751,Injury,Injury
31752,Injustice,Injustice
31753,Inkarna,Inkarna
31754,Inlandsys,Inlandsys
31755,Inlansis,Inlansis
31756,Inmate,Inmate
31757,Inmost,Inmost
31758,Innards Decay,Innards Decay
31759,Inner Rage,Inner Rage
31760,Inner Sight,Inner Sight
31761,Inner Void,Inner Void
31762,Innerbeauty,Innerbeauty
31763,InnerDK,InnerDK
31764,InnerSphere,InnerSphere
31765,Innerty,Innerty
31766,Inreign,Inreign
31767,INRI,INRI
31768,Insane,Insane
31769,Insane,Insane
31770,Insane Court,Insane Court
31771,Insania,Insania
31772,Inside,Inside
31773,Inside Arkham,Inside Arkham
31774,Inside Me,Inside Me
31775,Inside Process,Inside Process
31776,Inside the Fall,Inside the Fall
31777,Insidious Decrepancy,Insidious Decrepancy
31778,Insidious Torture,Insidious Torture
31779,Insight,Insight
31780,Insomnia,Insomnia
31781,Insomnia,Insomnia
31782,Insomnia Creep,Insomnia Creep
31783,InSomnius Dei,InSomnius Dei
31784,Instant Suppression,Instant Suppression
31785,Instantia Mortum,Instantia Mortum
31786,Instinto Canibal,Instinto Canibal
31787,Insulter,Insulter
31788,Insurmountable Obstacle,Insurmountable Obstacle
31789,Insurrection,Insurrection
31790,Integral,Integral
31791,Integritlie,Integritlie
31792,Intercede,Intercede
31793,Internal Haemorrhage,Internal Haemorrhage
31794,Internal Healing,Internal Healing
31795,Internal Rot,Internal Rot
31796,Intervalle Bizzare,Intervalle Bizzare
31797,Intervoid,Intervoid
31798,Intestinal Infection,Intestinal Infection
31799,Intestinal Infection,Intestinal Infection
31800,Intestinal Infection,Intestinal Infection
31801,Intestinal Necktie,Intestinal Necktie
31802,Intestinal Rot,Intestinal Rot
31803,Inthraced,Inthraced
31804,Into Coffin,Into Coffin
31805,Into Eternity,Into Eternity
31806,Into the Divine,Into the Divine
31807,Intorment Black,Intorment Black
31808,Intoxication,Intoxication
31809,Introvert,Introvert
31810,Invadeath,Invadeath
31811,Invasion,Invasion
31812,Inversion,Inversion
31813,Invert the Idols,Invert the Idols
31814,Inverted Cross Cult,Inverted Cross Cult
31815,Invidia,Invidia
31816,Invincible Tapir,Invincible Tapir
31817,Inviting End,Inviting End
31818,Invocation,Invocation
31819,Invoker,Invoker
31820,Io Apreo,Io Apreo
31821,Iperyt,Iperyt
31822,Irate Architect,Irate Architect
31823,Iraventus,Iraventus
31824,Ire  Uprise,Ire  Uprise
31825,Iron Skies,Iron Skies
31826,Ironopolis,Ironopolis
31827,IronSerpent,IronSerpent
31828,Irresistible Hearts,Irresistible Hearts
31829,Irukandji,Irukandji
31830,Irwilon,Irwilon
31831,Isabrut,Isabrut
31832,Isfet,Isfet
31833,Ishimura,Ishimura
31834,Ishitrobots,Ishitrobots
31835,Ishtar,Ishtar
31836,Iskariot,Iskariot
31837,Isle of Man,Isle of Man
31838,Isolated,Isolated
31839,It Was Earth All Along,It Was Earth All Along
31840,Itsi,Itsi
31841,Ivenberg,Ivenberg
31842,Ixxion,Ixxion
31843,Izurus,Izurus
31844,Jahai,Jahai
31845,Jarhead,Jarhead
31846,Jarred Jackson,Jarred Jackson
31847,Jean Grey,Jean Grey
31848,Jechane,Jechane
31849,Jeff Hughell,Jeff Hughell
31850,Jehacktet,Jehacktet
31851,Jehovah the Satyr,Jehovah the Satyr
31852,Jejunum,Jejunum
31853,Jelmaan,Jelmaan
31854,Jenovah,Jenovah
31855,Jesus Wept,Jesus Wept
31856,JesusMartyr,JesusMartyr
31857,Jigsaw Torture,Jigsaw Torture
31858,JonBenet Ramsey,JonBenet Ramsey
31859,Joao,Joao
31860,Judas Ancestry,Judas Ancestry
31861,Jugular Appetizer,Jugular Appetizer
31862,Jumping Jack Riot,Jumping Jack Riot
31863,Jupiters Wake,Jupiters Wake
31864,Jupiterian,Jupiterian
31865,Just Swallow,Just Swallow
31866,K.A.IN,K.A.IN
31867,Kaamora,Kaamora
31868,Kablo,Kablo
31869,Kadar,Kadar
31870,Kadath,Kadath
31871,Kaerulean,Kaerulean
31872,Kain,Kain
31873,Kainabel,Kainabel
31874,Kalakai,Kalakai
31875,Kaliban,Kaliban
31876,Kallussed,Kallussed
31877,Kalodin,Kalodin
31878,Kama-Mara,Kama-Mara
31879,Kambrium,Kambrium
31880,Kampf,Kampf
31881,Kama-Meru,Kama-Meru
31882,Kanflikt,Kanflikt
31883,Kaos Aeon,Kaos Aeon
31884,Kaothic,Kaothic
31885,Kapakmens,Kapakmens
31886,Kapital,Kapital
31887,Karat,Karat
31888,Karcavul,Karcavul
31889,Karkaos,Karkaos
31890,Karma,Karma
31891,Karma Kill,Karma Kill
31892,Karmassacre,Karmassacre
31893,Karmatik,Karmatik
31894,Karnak,Karnak
31895,Karnak Seti,Karnak Seti
31896,Karnayna,Karnayna
31897,Karnon,Karnon
31898,Karn,Karn
31899,Kartzer,Kartzer
31900,Katakombi,Katakombi
31901,Katalepsy,Katalepsy
31902,Kataplexis,Kataplexis
31903,Katarakt,Katarakt
31904,Katassamalass,Katassamalass
31905,Katatonie,Katatonie
31906,Katharik,Katharik
31907,Kathartik,Kathartik
31908,Kattattak,Kattattak
31909,Kaunis Kuolematon,Kaunis Kuolematon
31910,Kayzen,Kayzen
31911,Kazen,Kazen
31912,Keep Us From,Keep Us From
31913,Keeper of Dreams,Keeper of Dreams
31914,Keltgar,Keltgar
31915,Kerosys,Kerosys
31916,Keruntuk,Keruntuk
31917,Ketha,Ketha
31918,Kevlar Skin,Kevlar Skin
31919,Khaos Origin,Khaos Origin
31920,Kharma,Kharma
31921,Khasm,Khasm
31922,Khepra,Khepra
31923,Khrysaor,Khrysaor
31924,Khrysos Anthemon,Khrysos Anthemon
31925,Kiana,Kiana
31926,Kilfast,Kilfast
31927,Kill All the Gentlemen,Kill All the Gentlemen
31928,Kill Chambers,Kill Chambers
31929,Kill Closet,Kill Closet
31930,Kill for Satan,Kill for Satan
31931,Kill His Death,Kill His Death
31932,Kill Syndicate,Kill Syndicate
31933,Kill the Evidence,Kill the Evidence
31934,Kill the Sphinx,Kill the Sphinx
31935,Kill the Whore,Kill the Whore
31936,Killbeast,Killbeast
31937,Killfloor Mechanic,Killfloor Mechanic
31938,Killhim,Killhim
31939,Killjoy Corporation,Killjoy Corporation
31940,KillScream,KillScream
31941,Killteam,Killteam
31942,Killwhitneydead,Killwhitneydead
31943,Kimaera,Kimaera
31944,Kimmerya,Kimmerya
31945,Kindred Idol,Kindred Idol
31946,King,King
31947,King Akira,King Akira
31948,King Chaos,King Chaos
31949,King of Asgard,King of Asgard
31950,Kingdom Gone,Kingdom Gone
31951,Kingdom of Genocide,Kingdom of Genocide
31952,Kings of the Killing Field,Kings of the Killing Field
31953,Kingsize Blues,Kingsize Blues
31954,Kinnefret,Kinnefret
31955,Kitezh,Kitezh
31956,Kivutars Burden,Kivutars Burden
31957,Kjell Bjarne,Kjell Bjarne
31958,Klehma,Klehma
31959,Klismaphiliac,Klismaphiliac
31960,Klokotor,Klokotor
31961,Klompfot,Klompfot
31962,Kneel in Dust,Kneel in Dust
31963,Knightfall,Knightfall
31964,Knoth,Knoth
31965,Kohatred,Kohatred
31966,Koios,Koios
31967,Kolodrianatrum,Kolodrianatrum
31968,Kommandant,Kommandant
31969,Komotio,Komotio
31970,Kondaira,Kondaira
31971,Korotory,Korotory
31972,Korruption Found,Korruption Found
31973,Koziak,Koziak
31974,Krak,Krak
31975,Krakatoa,Krakatoa
31976,Krampus,Krampus
31977,Krattera,Krattera
31978,Kreature of Habit,Kreature of Habit
31979,Kremathorium,Kremathorium
31980,Kremulator,Kremulator
31981,Kreplach,Kreplach
31982,Krepuskul,Krepuskul
31983,Krest,Krest
31984,Kriba,Kriba
31985,Krig,Krig
31986,Krismu,Krismu
31987,Kritter,Kritter
31988,Kronium,Kronium
31989,Kronosphere,Kronosphere
31990,Kronow,Kronow
31991,Krotchraut,Krotchraut
31992,Kruhl,Kruhl
31993,Krylithsic,Krylithsic
31994,Krypta,Krypta
31995,Kultheit,Kultheit
31996,Kundalini,Kundalini
31997,Kupids Kurse,Kupids Kurse
31998,Kurasa Kuasa,Kurasa Kuasa
31999,Kurb Saatus,Kurb Saatus
32000,Kurhan,Kurhan
32001,Kuru,Kuru
32002,Kurwen,Kurwen
32003,Kyle Stanfield,Kyle Stanfield
32004,Kyonic,Kyonic
32005,Kasi,Kasi
32006,L Sol Tace,L Sol Tace
32007,L.L.O.G.,L.L.O.G.
32008,L.O.W.,L.O.W.
32009,La Bad Taste,La Bad Taste
32010,La Bestia Negra,La Bestia Negra
32011,La Resistance,La Resistance
32012,Laboratory Sickness,Laboratory Sickness
32013,Labyrinth,Labyrinth
32014,Labyrinth,Labyrinth
32015,Laceration of Fate,Laceration of Fate
32016,Lachrima Corphus Dissolvens,Lachrima Corphus Dissolvens
32017,Lachrymanopsia,Lachrymanopsia
32018,Lack of Purity,Lack of Purity
32019,Lacolper,Lacolper
32020,Lacrima Dei,Lacrima Dei
32021,Lacrimacorpus Dissolvens,Lacrimacorpus Dissolvens
32022,Lady Maggot,Lady Maggot
32023,Lahmia,Lahmia
32024,Laid in Stone,Laid in Stone
32025,Laid to Rest,Laid to Rest
32026,Lake of Depression,Lake of Depression
32027,Lake of Tears,Lake of Tears
32028,Lament Eternal,Lament Eternal
32029,Laments of Silence,Laments of Silence
32030,Lamort,Lamort
32031,Lampray,Lampray
32032,Land of Charon,Land of Charon
32033,Langkit,Langkit
32034,Languish,Languish
32035,Lapidated,Lapidated
32036,Lapsus,Lapsus
32037,Lapsus Dei,Lapsus Dei
32038,Lars Muller-Bohn,Lars Muller-Bohn
32039,Larvae,Larvae
32040,Lassa,Lassa
32041,Lassie the Cat,Lassie the Cat
32042,Last Chance to Die,Last Chance to Die
32043,Last Deception,Last Deception
32044,Last Funeral,Last Funeral
32045,Last Heritage,Last Heritage
32046,Last Kill Day,Last Kill Day
32047,Last Legion,Last Legion
32048,Last Lie Told,Last Lie Told
32049,Last Nail Driven,Last Nail Driven
32050,Last Restraint,Last Restraint
32051,Last Sigh,Last Sigh
32052,Last Souls,Last Souls
32053,Last Wail,Last Wail
32054,Lazaret,Lazaret
32055,Lazer/Wulf,Lazer/Wulf
32056,Lead the Dead,Lead the Dead
